,Event_Name,Day,Setup,Pre-Event,Event_Start,Event_End,Post-Event,Takedown,Location,Formal_Name,Exp_Head_Count,Act. Head Count,Reservation Name,Reference #,Event Type,Organization,date,Location1
563,PT TRAINING,2/2/2022,6:00 AM,6:00 AM,6:00 AM,7:30 AM,7:30 AM,7:30 AM,RC COURT 1,Sports and Recreation Center - Court 1,75,0,,2021-ABMMNF,Student - Training/Workshop,ARMY ROTC,2/2/2022,RC
564,PT TRAINING,2/2/2022,6:00 AM,6:00 AM,6:00 AM,7:30 AM,7:30 AM,7:30 AM,RC COURT 1-2,Sports and Recreation Center - Court 1 & 2 Jointly,75,0,,2021-ABMMNF,Student - Training/Workshop,ARMY ROTC,2/2/2022,RC
565,PT TRAINING,2/2/2022,6:00 AM,6:00 AM,6:00 AM,7:30 AM,7:30 AM,7:30 AM,RC COURT 2,Sports and Recreation Center - Court 2,75,0,,2021-ABMMNF,Student - Training/Workshop,ARMY ROTC,2/2/2022,RC
608,The Social Committee - MSEC 1-on-1,2/2/2022,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,10:00 AM,IS 1965 CONFERENCE ROOM,"IS 207, Innovation Studio - 1965 Conference Room",10,,,2022-ABNWJZ,Student - Meeting,SOCCOMM,2/2/2022,IS
647,AXiD Sisterhood Yoga,2/2/2022,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,RC DANCE,Sports and Recreation Center  428/430/433 - Dance Studio A/B/C Jointly,50,,,2022-ABPAGS,Student - Dance,ALPHA XI DELTA,2/2/2022,RC
648,AXiD Sisterhood Yoga,2/2/2022,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,RC DANCE A,Sports and Recreation Center 428 - Dance Studio A,50,,,2022-ABPAGS,Student - Dance,ALPHA XI DELTA,2/2/2022,RC
649,AXiD Sisterhood Yoga,2/2/2022,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,RC DANCE A-B,Sports and Recreation Center 428/430 - Dance Sudio A&B Jointly,50,,,2022-ABPAGS,Student - Dance,ALPHA XI DELTA,2/2/2022,RC
650,AXiD Sisterhood Yoga,2/2/2022,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,RC DANCE B,Sports and Recreation Center 430 - Dance Sudio B,50,,,2022-ABPAGS,Student - Dance,ALPHA XI DELTA,2/2/2022,RC
651,AXiD Sisterhood Yoga,2/2/2022,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,RC DANCE B-C,Sports and Recreation Center 430/433 - Dance Sudio B&C Jointly,50,,,2022-ABPAGS,Student - Dance,ALPHA XI DELTA,2/2/2022,RC
652,AXiD Sisterhood Yoga,2/2/2022,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,RC DANCE C,Sports and Recreation Center 433 - Dance Studio C,50,,,2022-ABPAGS,Student - Dance,ALPHA XI DELTA,2/2/2022,RC
666,Theta Nu Xi Study Hours,2/2/2022,10:00 AM,10:00 AM,10:00 AM,2:00 PM,2:00 PM,2:00 PM,CC INDOOR TABLE (1),Campus Center - Indoor Table #1,2,,,2021-ABNWBJ,Student - Meeting,THETA NU XI,2/2/2022,CC
667,Technichords Table Sitting,2/2/2022,10:00 AM,10:00 AM,10:00 AM,3:00 PM,3:00 PM,3:00 PM,CC INDOOR TABLE (4),Campus Center - Indoor Table #4,2,,,2022-ABNXWT,Student - Table Sitting,TECHNICORDS,2/2/2022,CC
690,AXiD - Member Development Meetings,2/2/2022,11:00 AM,11:00 AM,11:00 AM,12:00 PM,12:00 PM,12:00 PM,CC MORGAN,Campus Center 208 - Morgan Conference Room,15,,,2022-ABNWZG,Student - Meeting,ALPHA XI DELTA,2/2/2022,CC
699,The Alliance Exec Meeting,2/2/2022,11:00 AM,11:00 AM,11:00 AM,1:00 PM,1:00 PM,1:00 PM,IS 1965 CONFERENCE ROOM,"IS 207, Innovation Studio - 1965 Conference Room",6,,,2022-ABNXDQ,Student - Meeting,ALLIANCE,2/2/2022,IS
705,Sticker / Valentine's Dance Table Sittin,2/2/2022,11:00 AM,11:00 AM,11:00 AM,2:00 PM,2:00 PM,2:00 PM,CC INDOOR TABLE (5),Campus Center - Indoor Table #5,0,,,2022-ABPCAJ,Student - Table Sitting,PEP BAND,2/2/2022,CC
706,WiCS Study Space,2/2/2022,11:00 AM,11:00 AM,11:00 AM,2:00 PM,2:00 PM,2:00 PM,UH 243,UH 243 - Nancy and Mike Abrams ’77 Multi-use Lounge and Creative Zone,20,,,2022-ABPBXD,Student - Meeting,WOMEN IN COMPUTER SCIENCE,2/2/2022,UH
708,"Piano Lesson, Olga Rogach",2/2/2022,11:30 AM,11:30 AM,11:30 AM,12:30 PM,12:30 PM,12:30 PM,AH B17,Alden Hall B17 - Perreault Chamber Rehearsal,2,0,,2022-ABNWLF,Performance/Rehearsal,HUMANITIES & ARTS,2/2/2022,AH
709,CBC Seminar,2/2/2022,11:30 AM,11:30 AM,11:30 AM,1:30 PM,1:30 PM,1:30 PM,GP 1002,Gateway Park 1002 - Lecture Hall,90,,,2021-ABMHAA,Seminar/Colloquium,CHEMISTRY & BIOCHEMISTRY DEPT,2/2/2022,GP
710,SophEx Tabling,2/2/2022,11:30 AM,12:00 PM,12:00 PM,2:00 PM,2:00 PM,2:30 PM,CC INDOOR TABLE (7),Campus Center - Indoor Table #7,2,,,2022-ABPANW,Table Sitting,MULTICULTURAL AFFAIRS,2/2/2022,CC
711,SophEx Tabling,2/2/2022,11:30 AM,12:00 PM,12:00 PM,2:00 PM,2:00 PM,2:30 PM,CC INDOOR TABLE (8),Campus Center - Indoor Table #8,2,,,2022-ABPANW,Table Sitting,MULTICULTURAL AFFAIRS,2/2/2022,CC
731,AXiD - Bylaw Edits Office Hours,2/2/2022,12:00 PM,12:00 PM,12:00 PM,1:00 PM,1:00 PM,1:00 PM,CC MORGAN,Campus Center 208 - Morgan Conference Room,5,,,2022-ABNWHG,Student - Meeting,ALPHA XI DELTA,2/2/2022,CC
732,BOOT CAMP,2/2/2022,12:00 PM,12:00 PM,12:00 PM,1:00 PM,1:00 PM,1:00 PM,RC DANCE,Sports and Recreation Center  428/430/433 - Dance Studio A/B/C Jointly,3,,,2022-ABNXAL,Athletic - Receational Activity,"PHYS ED, ATHLETICS, & RECREATION",2/2/2022,RC
733,BOOT CAMP,2/2/2022,12:00 PM,12:00 PM,12:00 PM,1:00 PM,1:00 PM,1:00 PM,RC DANCE A,Sports and Recreation Center 428 - Dance Studio A,3,,,2022-ABNXAL,Athletic - Receational Activity,"PHYS ED, ATHLETICS, & RECREATION",2/2/2022,RC
734,BOOT CAMP,2/2/2022,12:00 PM,12:00 PM,12:00 PM,1:00 PM,1:00 PM,1:00 PM,RC DANCE A-B,Sports and Recreation Center 428/430 - Dance Sudio A&B Jointly,3,,,2022-ABNXAL,Athletic - Receational Activity,"PHYS ED, ATHLETICS, & RECREATION",2/2/2022,RC
735,BOOT CAMP,2/2/2022,12:00 PM,12:00 PM,12:00 PM,1:00 PM,1:00 PM,1:00 PM,RC DANCE B,Sports and Recreation Center 430 - Dance Sudio B,3,,,2022-ABNXAL,Athletic - Receational Activity,"PHYS ED, ATHLETICS, & RECREATION",2/2/2022,RC
736,BOOT CAMP,2/2/2022,12:00 PM,12:00 PM,12:00 PM,1:00 PM,1:00 PM,1:00 PM,RC DANCE B-C,Sports and Recreation Center 430/433 - Dance Sudio B&C Jointly,3,,,2022-ABNXAL,Athletic - Receational Activity,"PHYS ED, ATHLETICS, & RECREATION",2/2/2022,RC
737,BOOT CAMP,2/2/2022,12:00 PM,12:00 PM,12:00 PM,1:00 PM,1:00 PM,1:00 PM,RC DANCE C,Sports and Recreation Center 433 - Dance Studio C,3,,,2022-ABNXAL,Athletic - Receational Activity,"PHYS ED, ATHLETICS, & RECREATION",2/2/2022,RC
738,Green Team Committee Meeting -Composting,2/2/2022,12:00 PM,12:00 PM,12:00 PM,1:00 PM,1:00 PM,1:00 PM,SL 011,Salisbury Labs 011 - Classroom,10,,,2022-ABNZDZ,Student - Meeting,GREEN TEAM,2/2/2022,SL
739,Joint GC/AV Officer Meeting,2/2/2022,12:00 PM,12:00 PM,12:00 PM,1:00 PM,1:00 PM,1:00 PM,AK 219,Atwater Kent 219 - Classroom,25,,,2022-ABNWFA,Student - Meeting,GLEE CLUB,2/2/2022,AK
748,Habitat for Humanity - Tablesitting,2/2/2022,12:00 PM,12:00 PM,12:00 PM,3:00 PM,3:00 PM,3:00 PM,CC INDOOR TABLE (6),Campus Center - Indoor Table #6,2,,,2022-ABPBAM,Student - Table Sitting,HABITAT FOR HUMANITY,2/2/2022,CC
749,SASA SAC Tablesitting,2/2/2022,12:00 PM,12:00 PM,12:00 PM,4:00 PM,4:00 PM,4:00 PM,CC INDOOR TABLE (3),Campus Center - Indoor Table #3,0,,,2022-ABPBJT,Student - Table Sitting,SOUTH ASIAN STUDENT ASSOCIATION,2/2/2022,CC
751,Tech News Table Sitting,2/2/2022,12:45 PM,1:00 PM,1:00 PM,3:00 PM,3:00 PM,3:15 PM,CC INDOOR TABLE (2),Campus Center - Indoor Table #2,2,,,2022-ABPASN,Student - Table Sitting,TECH NEWS,2/2/2022,CC
772,AEMB Exec,2/2/2022,1:00 PM,1:00 PM,1:00 PM,2:00 PM,2:00 PM,2:00 PM,IS 1965 CONFERENCE ROOM,"IS 207, Innovation Studio - 1965 Conference Room",8,,,2022-ABNWSB,Student - Meeting,ALPHA ETA MU BETA,2/2/2022,IS
773,EWB C-term Tech,2/2/2022,1:00 PM,1:00 PM,1:00 PM,2:00 PM,2:00 PM,2:00 PM,OH 109,Olin Hall 109 - Classroom,7,,,2022-ABNXPH,Student - Meeting,ENGINEERS WITHOUT BORDERS,2/2/2022,OH
785,Wellness Wednesday,2/2/2022,1:00 PM,1:00 PM,1:00 PM,3:00 PM,3:00 PM,3:00 PM,CRC HOUSE - ALL SPACES,Collegiate Religious Center House - All Spaces,20,0,,2022-ABPAAL,Meeting,MULTICULTURAL AFFAIRS,2/2/2022,CRC
786,Wellness Wednesday,2/2/2022,1:00 PM,1:00 PM,1:00 PM,3:00 PM,3:00 PM,3:00 PM,CRC HOUSE - KITCHEN,Collegiate Religious Center House - Kitchen,20,0,,2022-ABPAAL,Meeting,MULTICULTURAL AFFAIRS,2/2/2022,CRC
787,Wellness Wednesday,2/2/2022,1:00 PM,1:00 PM,1:00 PM,3:00 PM,3:00 PM,3:00 PM,CRC HOUSE - MULTIFAITH MEETING SPACE,Collegiate Religious Center House - Multifaith Meeting Space,20,0,,2022-ABPAAL,Meeting,MULTICULTURAL AFFAIRS,2/2/2022,CRC
819,Women's Rugby Study Hours,2/2/2022,2:00 PM,2:00 PM,2:00 PM,4:00 PM,4:00 PM,4:00 PM,UH 243,UH 243 - Nancy and Mike Abrams ’77 Multi-use Lounge and Creative Zone,15,,,2022-ABPBMM,Student - Study Session/Review,"RUGBY, WOMEN'S",2/2/2022,UH
830,Personal Meeting,2/2/2022,2:30 PM,2:30 PM,2:30 PM,4:00 PM,4:00 PM,4:00 PM,UH 247,UH 247 - Unity Hall Tech Suite,1,,,2022-ABPCXL,Student - Study Session/Review,Non-Sponsored Academic,2/2/2022,UH
831,SAE Hot Chocolate,2/2/2022,2:30 PM,2:30 PM,2:30 PM,4:30 PM,4:30 PM,4:30 PM,CC INDOOR TABLE (1),Campus Center - Indoor Table #1,0,,,2022-ABPCKM,Student - Table Sitting,SIGMA ALPHA EPSILON,2/2/2022,CC
846,BCB Club Exec Meeting,2/2/2022,3:00 PM,3:00 PM,3:00 PM,4:00 PM,4:00 PM,4:00 PM,AK 232,Atwater Kent 232 - Classroom,8,,,2022-ABPBWX,Student - Meeting,BIOINFORMATICS - COMPUTATIONAL BIO CLUB,2/2/2022,AK
853,SAS Programs Tribe,2/2/2022,3:00 PM,3:00 PM,3:00 PM,4:00 PM,4:00 PM,4:00 PM,SL 011,Salisbury Labs 011 - Classroom,20,,,2022-ABNXZT,Student - Meeting,STUDENT ALUMNI SOCIETY,2/2/2022,SL
854,The Social Committee - AE 1-on-1,2/2/2022,3:00 PM,3:00 PM,3:00 PM,4:00 PM,4:00 PM,4:00 PM,CC PETERSON,Campus Center 304 - Peterson Conference Room,10,,,2022-ABNWKG,Student - Meeting,SOCCOMM,2/2/2022,CC
856,VOX Exec Meeting,2/2/2022,3:00 PM,3:00 PM,3:00 PM,4:00 PM,4:00 PM,4:00 PM,IS 1965 CONFERENCE ROOM,"IS 207, Innovation Studio - 1965 Conference Room",10,,,2022-ABNZGB,Student - Meeting,VOX,2/2/2022,IS
878,Practicum Seminar,2/2/2022,3:00 PM,3:00 PM,3:00 PM,5:00 PM,5:00 PM,5:00 PM,SL 305,Salisbury Labs 305 - Classroom,8,0,,2021-ABNVLZ,Seminar/Colloquium,STEM EDUCATION CENTER,2/2/2022,SL
889,Active Minds GBM,2/2/2022,4:00 PM,4:00 PM,4:00 PM,5:00 PM,5:00 PM,5:00 PM,SL 011,Salisbury Labs 011 - Classroom,15,,,2022-ABNWCC,Student - Meeting,ACTIVE MINDS,2/2/2022,SL
890,AXiD - Study Hours,2/2/2022,4:00 PM,4:00 PM,4:00 PM,5:00 PM,5:00 PM,5:00 PM,SL 402,Salisbury Labs 402 - Classroom,15,,,2021-ABNWAR,Student - Study Session/Review,ALPHA XI DELTA,2/2/2022,SL
891,CBF Events Team Meeting,2/2/2022,4:00 PM,4:00 PM,4:00 PM,5:00 PM,5:00 PM,5:00 PM,CRC HOUSE - MULTIFAITH MEETING SPACE,Collegiate Religious Center House - Multifaith Meeting Space,6,,,2022-ABNXAC,Student - Meeting,CHRISTIAN BIBLE FELLOWSHIP,2/2/2022,CRC
892,CBF Study,2/2/2022,4:00 PM,4:00 PM,4:00 PM,5:00 PM,5:00 PM,5:00 PM,CC MORGAN,Campus Center 208 - Morgan Conference Room,9,,,2022-ABNWZW,Student - Meeting,CHRISTIAN BIBLE FELLOWSHIP,2/2/2022,CC
893,Game Night,2/2/2022,4:00 PM,4:00 PM,4:00 PM,5:00 PM,5:00 PM,5:00 PM,SL 115,Salisbury Labs 115 - Kinnicutt Hall,10,,,2022-ABPBSD,Student - Meeting,ALPHA PHI OMEGA,2/2/2022,SL
907,CONCERT BAND/ORCHESTRA REHEARSALS,2/2/2022,4:00 PM,4:00 PM,4:00 PM,8:00 PM,8:00 PM,8:00 PM,AH GH,Alden Hall 108 - Great Hall,80,0,,2021-ABNKNA,Student - Performance/Rehearsal,HUMANITIES & ARTS,2/2/2022,AH
909,Rotaract Club Meeting,2/2/2022,4:30 PM,4:30 PM,4:30 PM,5:30 PM,5:30 PM,5:30 PM,SH 202,Stratton Hall 202 - Classroom,10,,,2022-ABPCBA,Student - Meeting,ROTARACT CLUB,2/2/2022,SH
913,Investing Association,2/2/2022,5:00 PM,5:00 PM,5:00 PM,5:50 PM,5:50 PM,5:50 PM,UH 405,UH 405 - Unity Hall Classroom,20,,,2022-ABNWNF,Student - Meeting,INVESTING ASSOCIATION,2/2/2022,UH
914,AEMB Study Session,2/2/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,IS 205,Innovation Studio 205,30,0,,2022-ABPBZC,Student - Study Session/Review,ALPHA ETA MU BETA,2/2/2022,IS
917,Chinese Corner Weekly Meeting,2/2/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,SL 407,Salisbury Labs 407 - Classroom,20,,,2022-ABNXMQ,Student - Meeting,CHINESE STUDENT ASSOCIATION,2/2/2022,SL
918,FITNESS CLUB: STRONG NATION HIIT,2/2/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,RC DANCE,Sports and Recreation Center  428/430/433 - Dance Studio A/B/C Jointly,40,0,,2021-ABNSXQ,Athletic - Club Sport Practice,FITNESS CLUB,2/2/2022,RC
919,FITNESS CLUB: STRONG NATION HIIT,2/2/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,RC DANCE A,Sports and Recreation Center 428 - Dance Studio A,40,0,,2021-ABNSXQ,Athletic - Club Sport Practice,FITNESS CLUB,2/2/2022,RC
920,FITNESS CLUB: STRONG NATION HIIT,2/2/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,RC DANCE A-B,Sports and Recreation Center 428/430 - Dance Sudio A&B Jointly,40,0,,2021-ABNSXQ,Athletic - Club Sport Practice,FITNESS CLUB,2/2/2022,RC
921,FITNESS CLUB: STRONG NATION HIIT,2/2/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,RC DANCE B,Sports and Recreation Center 430 - Dance Sudio B,40,0,,2021-ABNSXQ,Athletic - Club Sport Practice,FITNESS CLUB,2/2/2022,RC
922,FITNESS CLUB: STRONG NATION HIIT,2/2/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,RC DANCE B-C,Sports and Recreation Center 430/433 - Dance Sudio B&C Jointly,40,0,,2021-ABNSXQ,Athletic - Club Sport Practice,FITNESS CLUB,2/2/2022,RC
923,FITNESS CLUB: STRONG NATION HIIT,2/2/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,RC DANCE C,Sports and Recreation Center 433 - Dance Studio C,40,0,,2021-ABNSXQ,Athletic - Club Sport Practice,FITNESS CLUB,2/2/2022,RC
924,Hillel Midterm De-Stress Jackbox,2/2/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,CC MID-CENTURY,Campus Center 331 - Mid-Century Room,6,,,2022-ABPBTK,Student - Meeting,HILLEL,2/2/2022,CC
926,Linebacker meeting,2/2/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,FL BECKETT CONF RM,Fuller Labs - Beckett Conference Room,20,,,2022-ABPANR,Student - Study Session/Review,FOOTBALL,2/2/2022,FL
927,LNL GBM,2/2/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,AK 233,Atwater Kent 233 - Classroom,40,,,2021-ABNVLG,Student - Meeting,LENS & LIGHTS,2/2/2022,AK
928,SAS GB,2/2/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,SL 105,Salisbury Labs 105 - Classroom,50,,,2021-ABNVFM,Student - Meeting,STUDENT ALUMNI SOCIETY,2/2/2022,SL
929,SAS General Body Meeting,2/2/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,UH 520,UH 520 - Unity Hall Classroom,75,,,2021-ABNWAD,Student - Meeting,STUDENT ALUMNI SOCIETY,2/2/2022,UH
930,Theta Nu Xi Study Hours,2/2/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,HL 114,Higgins Labs 114 - Classroom,7,,,2022-ABNXPF,Student - Study Session/Review,THETA NU XI,2/2/2022,HL
935,Data Science Club Meeting,2/2/2022,5:00 PM,5:00 PM,5:00 PM,6:30 PM,6:30 PM,6:30 PM,IS 105,Innovation Studio 105,20,,,2022-ABNWQB,Student - Meeting,STUDENT ACTIVITIES OFFICE,2/2/2022,IS
939,ASCE Exec and GBM,2/2/2022,5:00 PM,5:00 PM,5:00 PM,7:00 PM,7:00 PM,7:00 PM,KH 116,Kaven Hall 116 - Classroom,30,,,2021-ABNTWR,Student - Meeting,AMER SOC OF CIVIL ENGINEERING,2/2/2022,KH
940,ASCE Executive & General Body Meetings,2/2/2022,5:00 PM,5:00 PM,5:00 PM,7:00 PM,7:00 PM,7:00 PM,FL 311,Fuller Labs 311 - Classroom,30,,,2022-ABNWRA,Student - Meeting,AMER SOC OF CIVIL ENGINEERING,2/2/2022,FL
941,NSBE Exec Meeting,2/2/2022,5:00 PM,5:00 PM,5:00 PM,7:00 PM,7:00 PM,7:00 PM,CC MORGAN,Campus Center 208 - Morgan Conference Room,16,,,2022-ABPCBQ,Student - Meeting,NATIONAL SOCIETY OF BLACK ENGINEERS,2/2/2022,CC
942,PRACTICE: CHEERLEADING,2/2/2022,5:00 PM,5:00 PM,5:00 PM,7:00 PM,7:00 PM,7:00 PM,RC COURT 2,Sports and Recreation Center - Court 2,12,0,,2021-ABNVSX,Athletic - Club Sport Practice,CHEERLEADING TEAM,2/2/2022,RC
943,PRACTICE: MENS LACROSSE,2/2/2022,5:00 PM,5:00 PM,5:00 PM,7:00 PM,7:00 PM,7:00 PM,RC COURT 3,Sports and Recreation Center - Court 3,,,,2022-ABPACA,Athletic - Club Sport Practice,"LACROSSE, MEN'S",2/2/2022,RC
944,PRACTICE: MENS LACROSSE,2/2/2022,5:00 PM,5:00 PM,5:00 PM,7:00 PM,7:00 PM,7:00 PM,RC COURT 3-4,Sports and Recreation Center - Courtn 3 & 4 Jointly,,,,2022-ABPACA,Athletic - Club Sport Practice,"LACROSSE, MEN'S",2/2/2022,RC
945,PRACTICE: MENS LACROSSE,2/2/2022,5:00 PM,5:00 PM,5:00 PM,7:00 PM,7:00 PM,7:00 PM,RC COURT 4,Sports and Recreation Center - Court 4,,,,2022-ABPACA,Athletic - Club Sport Practice,"LACROSSE, MEN'S",2/2/2022,RC
946,PRACTICE: W. CLUB VOLLEYBALL,2/2/2022,5:00 PM,5:00 PM,5:00 PM,7:00 PM,7:00 PM,7:00 PM,RC COURT 1,Sports and Recreation Center - Court 1,30,0,,2021-ABNVSQ,Athletic - Club Sport Practice,VOLLEYBALL (WOMEN),2/2/2022,RC
949,SGA Approp and Financial Board,2/2/2022,5:00 PM,5:00 PM,5:00 PM,8:00 PM,8:00 PM,8:00 PM,CC HAGGLUND,Campus Center 301 - Hagglund Conference Room,14,0,,2022-ABPCBB,Student - Meeting,STUDENT GOVERNMENT ASSOCIATION (SGA),2/2/2022,CC
950,SGA Financial Board,2/2/2022,5:00 PM,5:00 PM,5:00 PM,8:00 PM,8:00 PM,8:00 PM,WB 229,Washburn 229 - Classroom,19,,,2022-ABNWKV,Student - Meeting,STUDENT GOVERNMENT ASSOCIATION (SGA),2/2/2022,WB
951,SASE Study Hours,2/2/2022,5:00 PM,5:00 PM,5:00 PM,10:00 PM,10:00 PM,10:00 PM,CC CHAIR'S,Campus Center 129 - Chair's Conference Room,20,0,,2022-ABPCBL,Student - Meeting,SOCIETY OF ASIAN SCIENTISTS & ENGINEERS,2/2/2022,CC
952,SASE Study Hours,2/2/2022,5:00 PM,5:00 PM,5:00 PM,10:00 PM,10:00 PM,10:00 PM,SH 304,Stratton Hall 304 - Classroom,20,,,2022-ABPCBM,Student - Meeting,SOCIETY OF ASIAN SCIENTISTS & ENGINEERS,2/2/2022,SH
959,Basketball-M Contest (Emerson),2/2/2022,5:30 PM,7:00 PM,7:00 PM,9:00 PM,9:00 PM,9:00 PM,HA 102,Harrington Auditorium - Main Floor,300,0,,2021-ABMWMM,Athletic - Contest,BASKETBALL (MEN),2/2/2022,HA
960,Basketball-M Contest (Emerson),2/2/2022,5:30 PM,7:00 PM,7:00 PM,9:00 PM,9:00 PM,9:00 PM,HA 115 ATHLETIC TEAM MTG RM,Harrington Auditorium - Athletic Team Meeting Room,300,0,,2021-ABMWMM,Athletic - Contest,BASKETBALL (MEN),2/2/2022,HA
961,Panhel GBM,2/2/2022,5:45 PM,5:45 PM,6:00 PM,7:00 PM,7:00 PM,7:00 PM,FL PH-UPR,Fuller Labs - Perreault Hall - Upper Section,100,,,2022-ABNWPR,Student - Meeting,PANHELLENIC ASSOCIATION,2/2/2022,FL
962,BSU GBM,2/2/2022,6:00 PM,6:00 PM,6:00 PM,7:00 PM,7:00 PM,7:00 PM,IS 205,Innovation Studio 205,40,,,2022-ABNZMP,Student - Meeting,BLACK STUDENT UNION,2/2/2022,IS
963,German Club,2/2/2022,6:00 PM,6:00 PM,6:00 PM,7:00 PM,7:00 PM,7:00 PM,HL 202,Higgins Labs 202 - Classroom,10,,,2022-ABNWQF,Student - Meeting,GERMAN CLUB,2/2/2022,HL
964,InterVarsity Bible Study,2/2/2022,6:00 PM,6:00 PM,6:00 PM,7:00 PM,7:00 PM,7:00 PM,IS 203,Innovation Studio 203,20,,,2022-ABPCDG,Student - Meeting,INTERVARSITY CHRISTIAN FELLOWSHIP,2/2/2022,IS
965,InterVarsity Bible Study,2/2/2022,6:00 PM,6:00 PM,6:00 PM,7:00 PM,7:00 PM,7:00 PM,UH 500,UH 500 - Unity Hall Classroom,20,,,2022-ABPAHW,Student - Meeting,INTERVARSITY CHRISTIAN FELLOWSHIP,2/2/2022,UH
966,PRACTICE: KARATE,2/2/2022,6:00 PM,6:00 PM,6:00 PM,7:30 PM,7:30 PM,7:30 PM,RC DANCE C,Sports and Recreation Center 433 - Dance Studio C,30,0,,2021-ABNTQM,Athletic - Club Sport Practice,KARATE CLUB,2/2/2022,RC
967,PRACTICE: SOMA,2/2/2022,6:00 PM,6:00 PM,6:00 PM,7:30 PM,7:30 PM,7:30 PM,RC DANCE A,Sports and Recreation Center 428 - Dance Studio A,40,0,,2021-ABNTQV,Athletic - Club Sport Practice,SOCIETY OF MARTIAL ARTS (SOMA),2/2/2022,RC
968,PRACTICE: SOMA,2/2/2022,6:00 PM,6:00 PM,6:00 PM,7:30 PM,7:30 PM,7:30 PM,RC DANCE A-B,Sports and Recreation Center 428/430 - Dance Sudio A&B Jointly,40,0,,2021-ABNTQV,Athletic - Club Sport Practice,SOCIETY OF MARTIAL ARTS (SOMA),2/2/2022,RC
969,PRACTICE: SOMA,2/2/2022,6:00 PM,6:00 PM,6:00 PM,7:30 PM,7:30 PM,7:30 PM,RC DANCE B,Sports and Recreation Center 430 - Dance Sudio B,40,0,,2021-ABNTQV,Athletic - Club Sport Practice,SOCIETY OF MARTIAL ARTS (SOMA),2/2/2022,RC
971,Chi Omega Bracelet Making with SWE,2/2/2022,6:00 PM,6:00 PM,6:00 PM,8:00 PM,8:00 PM,8:00 PM,SL 402,Salisbury Labs 402 - Classroom,50,,,2022-ABNZTB,Student - Meeting,CHI OMEGA,2/2/2022,SL
973,Sisterhood Event,2/2/2022,6:00 PM,6:00 PM,6:00 PM,8:00 PM,8:00 PM,8:00 PM,CC MID-CENTURY,Campus Center 331 - Mid-Century Room,20,,,2022-ABPBVD,Student - Meeting,ALPHA GAMMA DELTA,2/2/2022,CC
983,LNL Voting Meeting,2/2/2022,6:00 PM,6:00 PM,6:00 PM,11:00 PM,11:00 PM,11:00 PM,SL 104,Salisbury Labs 104 - Classroom,40,0,,2021-ABNVLJ,Student - Meeting,LENS & LIGHTS,2/2/2022,SL
984,WoAA GBM,2/2/2022,6:30 PM,6:30 PM,6:30 PM,8:00 PM,8:00 PM,8:00 PM,HL 154,Higgins Labs 154 - Classroom,15,,,2022-ABNXCX,Student - Meeting,WOMEN IN AEROSPACE ENGINEERING,2/2/2022,HL
985,Cheese Club Exec,2/2/2022,7:00 PM,7:00 PM,7:00 PM,8:00 PM,8:00 PM,8:00 PM,IS 1965 CONFERENCE ROOM,"IS 207, Innovation Studio - 1965 Conference Room",7,,,2022-ABNXWV,Student - Meeting,CHEESE CLUB,2/2/2022,IS
986,Equestrian Team General Body Meeting,2/2/2022,7:00 PM,7:00 PM,7:00 PM,8:00 PM,8:00 PM,8:00 PM,SL 115,Salisbury Labs 115 - Kinnicutt Hall,45,,,2021-ABNWBH,Student - Meeting,EQUESTRIAN TEAM,2/2/2022,SL
